IBGE;NU_IDENTIFICADOR;ident_nome;ident_tplog;ident_log;ident_numero;ident_comp;ident_bairro;ident_cep;ident_municipio;ident_uf;ident_email;ident_tel;ident_ramal;ident_fax;ident_dt_imp;q25
53;5300103412966;CENTRO DE CONVIVÊNCIA Instituto Inclusão Desenvolvimento Promoção Social;28;QNN 13, conjunto P, módulo B;13;;Ceilândia Norte;72251016;BRASILIA;DF;institutoinclusao@gmail.com;(61) 986281892;;;02/11/2001;Oficinas, corte e costura, audio visual, futebol, jiujitsu, informática
53;5300103413262;CENTRO DE CONVIVÊNCIA Assistência Social Casa Azul;33;SHCS, trecho 02, conjunto 17;17;;Setor de Clubes Sul;70200020;BRASILIA;DF;atendimento@casazul.org.br;(61) 33592098;;;15/08/2017;atividades como balé, hip hop, informática, orquestra, natação,noções administrativas, percussão, flalta, GRD e esporte, acompanhamento escolar, dicadania, mobilização para a conferência de assistência Social.
53;5300103413418;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DOS IDOSOS DA CEILÂNDIA - AIC;28;EQNM 05/07 ÁREA ESPECIAL;0;;CEILÂNDIA SUL;72000000;BRASILIA;DF;idososdeceilandia@gmail.com;(61) 33435059;;;01/01/2016;.
53;5300103413434;CENTRO DE CONVIVÊNCIA INSTITUTO NOSSA SENHORA DA PIEDADE;28;SHIS QI 05  CHÁCARA ;7;;LAGO SUL;71600520;BRASILIA;DF;inspdf@yahoo.com.br;(61) 32481520;;;26/08/1964;Reforço escolar, ensino religioso, idiomas, capoeira, boas maneiras, artesanato, biblioteca, informática, ética e boas maneiras
53;5300103413628;CENTRO DE CONVIVÊNCIA CRECHE PIONEIRA DA VILA PLANALTO;3;AVENIDA RABELO ACAMPAMENTO;0;;VILA PLANALTO;70804060;BRASILIA;DF;crechepioneira@hotmail.com;(61) 33279322;;;19/03/1993;É feita a acolhida normalmente com música. após esse comomento é feito o acompanhamento das tarefas de casa, a criança que não tem tarefa fica no cantinho da leitura. Três vezes na semana as crianças fazem capoeira. São desenvolvidos jogos e dinâmicas de acordo com o tema trabalhado no dia (família, respeito, higiene, bullying, comportamentos adequados socialmente, elenco, cidadania, bons modos etc)
53;5300103413656;CENTRO DE CONVIVÊNCIA PROJETO VISÃO SOCIAL;3;AVENIDA CENTRAL CONJUNTO 20 LOTE;1;;SOBRADINHO II;73062820;BRASILIA;DF;projeto.vs@hotmail.com;(61) 34854568;;;02/01/2013;O beneficiário entra às 8h, toma café da manhã, faz tarefas da escola, participa de leitura em grupo, realiza atividades recreativas, almoça e vai para a escola. Ídem, período da tarde.
53;5300103413738;CENTRO DE CONVIVÊNCIA PRONOVI - PROJETO NOVA VIDA;3;AR 14 CONJUNTO 14 LOTE;25;;SOBRADINHO II;73062414;BRASILIA;DF;pronovisobradinho2@gmail.com;(61) 34852126;;;02/06/2006;Oficinas de recicláveis, artesanato, roda de conversa, auxílio nos deveres de casa, incentivo à leitura, brincadeiras lúdicas, espaço de dança, ginástica laboral
53;5300103413752;CENTRO DE CONVIVÊNCIA OBRA SOCIAL SANTA ISABEL - OSSI;33;SGAS 906 CONJUNTO C LOTE;10;;ASA SUL;70390060;BRASILIA;DF;ossibsb@gmail.com;(61) 34437788;;;07/05/2007;"O SCFV , ofertado a possoa idosa, é realizado de forma continuada, permanente e planejada, quatro horas por dia e conta com a seguinte programação:
- inclusão digital, coral, palestras, exercícios físicos, espiritualidade, confraternizações, filmes, interatividades, oficinas ocupacionais, "
53;5300103413770;CENTRO DE CONVIVÊNCIA CRECHE FREDERICO OZANAM;28;QNM 31 MÓDULO C ÁREA ESPECIAL;0;;CEILÂNDIA SUL;72235310;BRASILIA;DF;crechefredericoozanam@hotmail.com;(61) 35819121;;;29/10/1982;Oficinas: informática, corte e costura, cabeleireiro, manicure e pedicure
53;5300103413826;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO MARIA DE NAZARÉ;28;QN 404 conjunto A lote 01;1;;Samambaia Norte ;72318541;BRASILIA;DF;crechemariadenazaredf@gmail.com;(61) 33577328;;;07/12/1990;Atividades de educação Infantil. reforço escolar, ginastica. atendimento, orientações e acompanhamento na saúde de idosos e hipertensos, grupo de alcólicos anônimos, consultas com psicóloga e etc.
53;5300103413830;CENTRO DE CONVIVÊNCIA Centro Presbiteriano Idade e Experiência - CPIE;33;SGAS 906, conjunto A, bloco 6/8 ;6;;Asa Sul;70390060;BRASILIA;DF;ass.social@cpie.org.br;(61) 32424562;;;29/06/1999;hidroginastica, hidroterapia, pilates/solo, informatica, corte e costura, treinamento funcional, natação(infantil e adulta), artesanato, acupuntura, coral, violão, apoio emocional, alongamento.
53;5300103413838;CENTRO DE CONVIVÊNCIA - Associação Nossa Senhora Mãe dos Homens;28;QR 419 Area Especial 01;1;;Samambaia Norte;72318541;BRASILIA;DF;diretoria.maedoshomens@gmail.com;(61) 33595522;;;01/02/2000;aulas de flauta, capoeira e teatro.
110002;1100023400037;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS IDADE VIVA;3;Tancredo Neves;3216;;setor institucional;76872848;ARIQUEMES;RO;scfvcrasariquemes@hotmail.com;(69) 35360508;;;13/06/2013;Atividades temáticas e oficinas que promove o desenvolvimento de suas  potencialidades individuais e sociais.
110002;1100023401878;Centro de Convivencia Espaço Conviver;32;Rua Guatemala;837;5ª rua;setor 10;76876084;ARIQUEMES;RO;scfvcrasariquemes@hotmail.com;(69) 35360508;;;13/06/2013;As atividades realizadas,normalmente são temáticas cujas abordagens tem focalizado a importância da convivência Familiar e social como forma fundamental para fortalecer  e potencializar os laços sociais.   
110002;1100023408255;CENTRO DE CONVIVÊNCIA ESCOLA PARA A VIDA ;32;Canário;1784;;Setor 02;76873286;ARIQUEMES;RO;abevida@gmail.com;(69) 35352991;;;18/03/2000;"São realizados momentos de meditaçoes com historias biblicas ou historia de autoestima e autoconhecimento.
Brincadeiras de roda e diversas brincadeiras com o publico alvo. 
"
110006;1100063401880;CENTRO DE CONVIVENCIA EDUARDO VALVERDE;32;TIRADENTES;4797;;CENTRO;76993000;COLORADO DO OESTE;RO;semascolorado@hotmail.com;(69) 33413526;;;10/10/1990;atividades fisicas,oficinas,dança,artesanato,orientações sobre higiene
110006;1100063401881;CENTRO DE CONVIVÊNCIA CENTRO COLORADENSE PARA INFANCIA E ADOLESCENCIA-CCIA;32;TUPI;4352;;CRUZEIRO;76993000;COLORADO DO OESTE;RO;semascolorado@hotmail.com;(69) 33411353;;;10/01/1983;reforço escolar,atividades fisicas,arte e cultura,filme e documentarios
110006;1100063408921;CENTRO DE CONVIVÊNCIA CCIA-I;32;PARECIS;5454;;CENTRO;76993000;COLORADO DO OESTE;RO;semascolorado@hotmail.com;(69) 33414847;;;10/09/1998;ATIVIDADES RECREATIVAS E LUDICAS,ORIENTAÇÃO SOBRE HIGIENE E CUIDADOS PESSOAS,PASSEIOS, ATIVIDADES DE DANÇAS,FILMES,ACOMPANHAMENTO NUTRICIONAL
110007;1100073400038;CENTRO DE CONVIVÊNCIA CENTRO CORUMBIARENSE DE CONVIVÊNCIA DA FAMÍLIA;3;Senador Olavo Pires;2275;Prédio;Centro;76995000;CORUMBIARA;RO;cccf_corumbiara@hotmail.com;(69) 33432114;;(69) 33432114;01/06/2013;Oficina, temas tranversais, artesanatoatividades, atividades arte e cultura..
110010;1100103400039;CENTRO DE CONVIVÊNCIA NOVA VIVA;3;15 DE NOVEMBRO;S/Nº;GINÁSIO DE ESPORTES AFONSO RO;10 DE ABRIL;76850000;GUAJARA-MIRIM;RO;semtasguajaramirim@gmail.com;(69) 35418585;;;01/07/2013;Oficinas, complemento escolar, reforço, teatro, natação, recreação, palestras, consultas médicas, atendimento odontológico, esporte e música.
110010;1100103409617;CENTRO DE CONVIVÊNCIA ESPLENDER;3;TERRITORIO FEDERAL DE RONDÔNIA;1583;;DISTRITO DO IATA;76850000;GUAJARA-MIRIM;RO;semtasguajaramirim@gmail.com;(69) 35415546;;;01/07/2013;Oficinas, complemento escolar, reforço, artesanato, recreação, esportes e projetos sociais.
110010;1100103413230;CENTRO DE CONVIVÊNCIA  ESPLENDOR;3;TANCREDO FARIAS;0;CENTRO CATEQUÉTICO;DISTRITO DE SURPRESA;76850000;GUAJARA-MIRIM;RO;semtasguajaramirim@gmail.com;(69) 35433018;;;07/06/2013;Oficinas, complemento escolar, recreação, reforço, artesanato.
110011;1100113411486;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VINCULOS;3;Juscelino Kubitschek;1162;;Setor 08;76890000;JARU;RO;semtasjaru@hotmail.com;(69) 35212181;;35215150;01/04/2015;ESPOTE, ARTESANATO, PINTURA, OFICINAS, DANÇA E OFICINAS DE MUSICAS.
110012;1100123401882;CENTRO DE CONVIVÊNCIA FUNDAÇÃO DE EDUCAÇÃO, CULTURA E DESENVOLVIMENTO EMPRESARIAL E SOCIAL - FUNDAÇÃO JI-CRED/;32;MIGUEL LUIZ DOS SANTOS;1375;PREDIO;JD DAS SERINGUEIRAS;76913281;JI-PARANA;RO;angelitabarboza.fundjicred@gmail.com;(69) 34242659;0;(69) 34242659;09/01/2003;0
110020;1100203400041;CENTRO DE CONVIVÊNCIA DO IDOSO ROSALINA GOMES;3;AMAZONAS;6888;;TIRADENTES;76824556;PORTO VELHO;RO;dpsbsemas@bol.com.br;(69) 39013388;;;29/03/2012;No Centro de convivência do Idoso são realizadas atividades de recreação, convivência comunitária, esportiva, atividades culturais, esportivas, lúdicas.
110025;1100253400043;CENTRO DE CONVIVÊNCIA INSTITUTO EDUCACIONAL SARGENTO DE LIMA GUARDA MIRIM;32;INDEPENDÊNCIA;0;GINÁSIO DE ESPORTES;CENTRO;76916000;PRESIDENTE MEDICI;RO;scfv@presidentemedici.ro.gov.br;(69) 34711298;;;22/02/2007;Teatro com Fantoches, roda de conversa,palestras , passeios, confecção de artesanatos dentre outros.
110025;1100253400044;CENTRO DE CONVIVÊNCIA - GRUPO CONVIVER;3;Av. 7 de Setembro;1371;ANEXO I;Centro;76916000;PRESIDENTE MEDICI;RO;scfv@presidentemedici.ro.gov.br;(69) 34711298;;;01/01/2010;Teatro com Fantoches, roda de conversa,palestras , passeios, confecção de artesanatos dentre outros.
110028;1100283400045;CENTRO DE CONVIVÊNCIA AO IDOSO;3;Manaus;5877;;Boa Esperança;76940000;ROLIM DE MOURA;RO;semac_rm@hotmail.com;(69) 34428010;;;01/11/2013;
110045;1100453413698;CENTRO DE CONVIVÊNCIA ;32;VALE DO PARAISO;1735;;SETOR 03;76880000;BURITIS;RO;saionaraveronica@hotmail.com;(69) 32382045;;;01/07/2014;OFICINAS DE PINTURA EM TELA,ESPORTES E OFICINAS DE ARTESANATO
110060;1100603411910;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VINCULO CACAULÂNDIA;32;RIVALDO LEITE DA SILVA;2341;;SETOR 06;76889000;CACAULANDIA;RO;semtascacaulandia@gmail.com;(69) 35322315;;;28/10/2011;atividades epostivas ,danças, teatros, apresentaçoes, artesanatos, pintura em tecido, flores em eva, manicure, etc....
110070;1100703410100;CENTRO DE CONVIVÊNCIA ;32;PRESIDENTE MEDISSE;2461;setor 04;SETOR 04;76887000;CAMPO NOVO DE RONDONIA;RO;semas@camponovo.ro.gov.br;(69) 32392461;;;01/01/2014;Atividades ludicas, recreaações, atividades fisicas, reforço etc.
110080;1100803401883;Centro de convivência;32;21 de Abril;1;por traz do centro cultural;União;76860000;CANDEIAS DO JAMARI;RO;convivenciacandmari.14@outlook.com;(14) 693230176;;;25/06/2014;hidroginástica, ginástica localizada, alfabetização, academia livre, artesanato, coral,. 
110092;1100923407788;;32;;;;;;;;;;;;;
110130;1101303408198;CENTRO DE CONVIVÊNCIA ;32;Piaui;0;casa;centro;76926000;MIRANTE DA SERRA;RO;semtasmirante@hotmail.com;(69) 34632812;0;34632728;10/03/2014;são realizadas, as seguintes atividades: Oficinas sobre temas transversais (saúde, meio ambiente, cultura, esporte, etc.) Oficinas sobre direitos e programas sociais Oficinas, seminários, palestras dentre outras ações que abordem a temática da segurança alimentar e nutricional Atividades intergeracionais, Atividades físicas (esportes, ginástica) Atividades de arte e cultura (dança, teatro, música, Exibição de filmes ou documentários Orientações sobre higiene e cuidados pessoais Passeios Reforço escolar.
110149;1101493411818;CENTRO DE CONVIVÊNCIA ;3;Tancredo Neves 2809;2809;;cidade baixa;76935000;SAO FRANCISCO DO GUAPORE;RO;semtas2009@hotmail.com;(69) 36212377;;;01/05/2013;palestra, oficinas, aulas de ginástica
120005;1200053413312;CENTRO DE CONVIVÊNCIA  DO IDOSO J T B;32;RAFAEL MARTINS LEÃO ;0;;CENTRO;69935000;ASSIS BRASIL;AC;semas.ab.ac@gamil.com;(68) 35481442;;;22/01/2015;Palestra,atividades recreativas ou lúdicas,exibição de filmes ou de documentários,passeios.
120020;1200203401884;CENTRO DE CONVIVÊNCIA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL- UNIDADE FRANCISCA BARROS;32;23 DE OUTUBRO;571;;SÃO JOSÉ;69980000;CRUZEIRO DO SUL;AC;smasczs@hotmail.com;(68) 33224303;;;01/06/2003;Realização de Jogos, esportes, jogos matemáticos, gincanas culturais, teatro, artesanato, contação de história, visitas ao batalhao do exército, biblioteca, APAE, cinema,projetos temáticos sobre: Meio Ambiente, Sexualidade, Identidade. Atividades envolvento os temas: Trabalho Infantil, Direitos e Deveres, boas maneiras etc. Poesias, trabalhos com videos e atividades envolvendo as famílias.
120020;1200203401885;CENTRO DE CONVIVÊNCIA Missão Família Obra Irmã Demétria;32;Alfredo Teles;1339;;AABB;69980000;CRUZEIRO DO SUL;AC;missaofamliamfoid@yahoo.com.br;(68) 33228618;;;08/01/2014;Realização de Jogos, esportes, jogos matemáticos, gincanas culturais, teatro, artesanato, contação de história, visitas ao batalhao do exército, biblioteca, APAE, cinema,projetos temáticos sobre: Meio Ambiente, Sexualidade, Identidade. Atividades envolvento os temas: Trabalho Infantil, Direitos e Deveres, boas maneiras etc. Poesias, trabalhos com videos e atividades envolvendo as famílias. Aulas de violão, teclado e curso de informática.
120020;1200203401888;CENTRO DE CONVIVÊNCIA DO IDOSO LINDOLFO ONOFRE DE ANDRADE;32;IACO;35;;AABB;69980000;CRUZEIRO DO SUL;AC;smasczs@hotmail.com;(68) 33224303;;;01/09/2003;Realização de jogos, artesanato, educação física, fisioterapia, hidroginástica, atendimento médico, visitas ao batalhão do exército, biblioteca, APAE, cinema. Atividades de socialização com o Lar dos Vicentinos, comemoração de datas festivas, caminhadas, entre outras 
120020;1200203401889;CENTRO DE CONVIVÊNCIA DIOCESE DE CRUZEIRO DO SUL- UNIDADE MIRITIZAL;32;NOSSA SENHORA DA GLÓRIA;53;;MIRITIZAL;69980000;CRUZEIRO DO SUL;AC;pastcri2@yahoo.com.br;(68) 33228264;;;08/01/2014;Realização de Jogos, esportes, jogos matemáticos, gincanas culturais, teatro, artesanato, contação de história, visitas ao batalhao do exército, biblioteca, APAE, cinema,projetos temáticos sobre: Meio Ambiente, Sexualidade, Identidade. Atividades envolvento os temas: Trabalho Infantil, Direitos e Deveres, boas maneiras etc. Poesias, trabalhos com videos e atividades envolvendo as famílias.
120020;1200203401891;CENTRO DE CONVIVÊNCIA MISSAO FAMÍLIA OBRA IRMÃ DEMÉTRIA- UNIDADE SÃO JOSÉ;32;Travessa da Alegria;15;;São José;69980000;CRUZEIRO DO SUL;AC;missaofamiliamfoid@yahoo.com.br;(68) 33228618;;;08/01/2014;Realização aulas de violão, Jogos, esportes, jogos matemáticos, gincanas culturais, teatro, artesanato, contação de história, visitas ao batalhao do exército, biblioteca, APAE, cinema,projetos temáticos sobre: Meio Ambiente, Sexualidade, Identidade. Atividades envolvento os temas: Trabalho Infantil, Direitos e Deveres, boas maneiras etc. Poesias, trabalhos com videos e atividades envolvendo as famílias.
120020;1200203407487;CENTRO DE CONVIVÊNCIA DIOCESE DE CRUZEIRO DO SUL- UNIDADE SANTA LUZIA/PENTECOSTE;43;SANTA  LUZIA;161;;PENTENCOSTES;69980000;CRUZEIRO DO SUL;AC;pastcri2@yahoo.com.br;(68) 33227424;;;08/01/2014;Realização de Jogos, esportes, jogos matemáticos, gincanas culturais, teatro, artesanato, contação de história,projetos temáticos sobre: Meio Ambiente, Sexualidade, Identidade. Atividades envolvento os temas: Trabalho Infantil, Direitos e Deveres, boas maneiras etc. Poesias, trabalhos com videos e atividades envolvendo as famílias, entre outras.
120038;1200383408653;CENTRO DE CONVIVÊNCIA ;32;DILMO MARTINS;0;ANTIGO SEJA ;MANCHETE;69928000;PLACIDO DE CASTRO;AC;crasplacidodecastro.ac@gmail.com;(68) 32371396;;;01/10/2013;"Oficinas sobre temas transversais (saúde, meio ambiente, cultura, esporte, etc.),
Oficinas sobre direitos e programas sociais,
Atividades de arte e cultura (dança, teatro, música e etc),
Artesanato (bijuterias, pintura em tecido, bordado, crochê, etc.),
Atividades recreativas e/ou lúdicas,
Exibição de filmes ou documentários,
Orientações sobre higiene e cuidados pessoais,
Passeios.
"
120040;1200403412284;CENTRO DE CONVIVÊNCIA PARA PESSOA IDOSA COSME MORAIS;32;LUIZ PEREIRA;71;;CALAFATE;69914310;RIO BRANCO;AC;kikiac@hotmail.com;(68) 32228036;8036;;09/02/2017;são realizadas atividades ludicas esportivas dança musicas dentre outros. as mesmas acontecem diaria e mensalmente eles realizam passeios em locais historicos.
120050;1200503409061;CENTRO DE CONVIVÊNCIA ;32;JOÃO MAÇAL ;430;;C.S.U.;69940000;SENA MADUREIRA;AC;cidadania.s@hotmail.com;(68) 36122428;;;08/07/2013;ORIENTAÇÕES SOBRE HIGIENE E CUIDADOS PESSOAIS, PALESTRAS EDUCATIVA, PRATICA DE ESPORTE, ATIVIDADES DE NATAÇÃO, LAZER NA PISCINA, JOGOS, BRINCADEIRA LÚDICAS, AULA DE VIOLÃO E ARTES, PASSEIOS, VISITAS A ORGÃOS, EXIBIÇÃO DE FILMES E RODA DE CONVERSAS SOBRE O FILME E OUTROS TEMAS. ENTRE OUTRAS ATIVIDADES. 
120050;1200503409309;CENTRO DE CONVIVÊNCIA ;3;AVELINO CHAVES;1159;;CENTRO;69940000;SENA MADUREIRA;AC;cras.acresena@gmail.com;(68) 36123967;;;08/07/2013;ATIVIDADES DE ROTINAS, PALESTRAS, RODA DE CONVERSAS SOBRE DIVERSOS TEMAS, AULA DE ARTESANATO, AULA DE VIOLÃO, DE DANÇA, PINTURA, GRAFIT, RECICLAGEM, PASSEIOS, LAZER, ATIVIDADES ESPORTIVAS, NATAÇÃO ENTRE OUTRAS. 
120050;1200503413118;CENTRO DE CONVIVÊNCIA ;3;GUANABARA;0;CENTRO;VITORIA;69940000;SENA MADUREIRA;AC;cidadania.s@hotmail.com;(68) 36122428;;;08/10/2010;ACOLHIDA, VISITAS DOMICILIARES, REUNIÃO SEMANAL, GINÁSTICA, HIDROGINASTICA, PALESTRAS DIVERSOS TEMAS, RODAS DE CONVERSAS, ENCONTRO COM OS ADOLESCENTES DO SCFV, AULA DE VIOLÃO, AULA DE ARTESANATO, FESTA MENSAL ENTRE OUTRAS.
120060;1200603401893;CENTRO DE CONVIVÊNCIA - CENTRO;32;CeL.Coronel Juvêncio de Menezes;383;prédio;Centro;69970000;TARAUACA;AC;acaosocialtk@hotmail.com;(68) 999715820;;;01/04/2014;REUNIÃO COM GRUPOS DE FAMÍLIAS DOS USUÁRIOS, OFICINAS, PALESTRAS, DANÇA, MUSICA ETC.  
120060;1200603407833;CENTRO DE CONVIVÊNCIA - PRAIA ;32;João de Paiva ;295;Praia ;Senador Pompeu ;69970000;TARAUACA;AC;acaosocialtk@hotmail.com;(68) 999194766;;;01/07/2014;OFICINAS DE ARTES, ARTESANATO, MUSICA E PINTURA.
120060;1200603407980;CENTRO DE CONVIVÊNCIA TRIANGULO ;32;Capitão Hipólito ;0;;Triangulo ;69970000;TARAUACA;AC;raimiceas@hotmail.com;(68) 96002996;;;23/04/2014;MUSICAS, PINTURAS, ESPORTES, TEATRO E ARTESANATO.
130014;1300143400047;centro de convivencia do idoso;3;Jose Soares;15;;Sao Sebastiao;69265000;APUI;AM;crass.apui@gmail.com;(97) 991446389;;;20/06/2013;acolhida, alto estima, integração familiar e outros.
130060;1300603410418;CENTRO DE CONVIVÊNCIA DA FAMILIA OSMARINA MELO DE OLIVEIRA;32;AMÉRICO MACIEL;0;;COLONIA;69630000;BENJAMIN CONSTANT;AM;semas.pmbc@gmail.com;(97) 34155900;;;11/11/2015;ESPORTE, GINÁSTICA, ARTESANATO, DANÇA, TEATRO, CAPOEIRA, PINTURA EM TECIDO, MÚSICA, MANICURE, LUTA OLÍMPICA, ATIVIDADES RECREATIVAS
130090;1300903401894;CENTRO DE CONVIVÊNCIA Serviço de Convivencia e Fortalecimento de Vínculos;35;1;542;prédio;são Francisco;69820000;CANUTAMA;AM;semas.2017@outlook.com;(97) 91583771;;(97) 33341300;01/01/2014;Musica, dança, aulas de violão, artesanato, esporte, etc
130100;1301003401895;CENTRO DE CONVIVÊNCIA DA FAMILIA ARLINDO MENDONÇA DOS SANTOS;32;MARIA BASTOS;SN;PREDIO;MORUMBI;69500000;CARAUARI;AM;semas_carauari@hotmail.com;(97) 34911749;;;03/09/2013;São realizadas atividades esportivas, como: Caminhadas, hidroginastica, natação, aerobica, jump, bem como palestras sobre temas transversais. Almoço com os idosos e baile dançante.
130110;1301103401896;CENTRO DE CONVIVÊNCIA DO IDOSO ALCIDE MAZZOLDE;32;ITALIANO;SN;;CENTRO;69250000;CAREIRO;AM;cmci@gmail.com;(92) 994565887;;;08/11/2013;As atividades do Serviço de Convivencia abrangem atividades de caminhada orientada, dança, exercicios fisicos, momentos de oficinas, atividades de costura e artesanato, ensaios para apresentações fora da unidade, palestras, entre outros.
130120;1301203409014;CENTRO DE CONVIVÊNCIA DO IDOSO - CCI;32;Manoel Marques;940;;Itamaraty;69460000;COARI;AM;smds2017@hotmail.com;(92) 981646381;;;06/06/2001;Danças, Atividade Fisica, artesanato, ativodades recreativas, orientação sobre hogoene, passeios, arte, cultura, teatro, musica e ginastica
130120;1301203411998;CENTRO DE CONVIVÊNCIA DO IDOSO;32;MANOEL MARQUES;0;;ITAMARATI;69460000;COARI;AM;smds2017@hotmail.com;(97) 981018184;;;01/01/2017;danças,atividade física,artesanato,atividades recreativas,atividades higiene, passeios,arte cultural, teatro,musicas,e ginásticas e outras.
130240;1302403411680;CENTRO DE CONVIVÊNCIA ;32;22 de outubro;0;PREDIO;DA FONTE;69830000;LABREA;AM;semaslabreaam@hotmail.com;(97) 991886815;;;01/09/2009;"Terça e Quinta: Caminhadas.
Quarta feira: Atividades e Palestras.
Sábado: Baile dançante"
130250;1302503408434;CENTRO DE CONVIVÊNCIA ;32;REGINA FERNANDES;0;;TERRA PRETA;69400000;MANACAPURU;AM;semaps_mpu@hotmail.com;(92) 992897704;;;25/10/2013;" Oficinas sobre temas transversais 
 Oficinas sobre direitos e programas sociais
 Oficinas, seminários, palestras dentre outras ações que abordem a temática da segurança alimentar e nutricional
 Atividades intergeracionais
 Atividades físicas 
 Atividades de arte e cultura 
 Artesanato 
 Atividades recreativas e/ou lúdicas
 Atividades de inclusão digital
 Exibição de filmes ou documentários
 Orientações sobre higiene e cuidados pessoais."
130255;1302553412306;CENTRO DE CONVIVÊNCIA ;32;ERNANDES PAIVA;0;;NOVO;69435000;MANAQUIRI;AM;semasmanaquiri.am@hotmail.com;(92) 33631064;;;06/07/2008;Atividades físicas, dança, atividades lúdicas, passeios, oficinas visitas domiciliares
