UF;IBGE;Região;Pop_Total2010;Quant_municipios;q63_3;q63_4;q63_5;q63_6;q63_7;q63_8;q63_9;D63_2;D63_2_categoria;D63_4;D63_4bin1;D63_4bin2;D63_4bin3;D63_5bin1;D63_5bin2;D63_5bin3;D63_5bin4;D63_5bin1_TIT;D63_5bin1_SUPL;D63_5bin2_TIT;D63_5bin2_SUPL;D63_5bin3_TIT;D63_5bin3_SUPL;D63_5bin4_TIT;D63_5bin4_SUPL
PB;PB;Nordeste;3766528;223;F;Mestrado;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;9/14/2014;9/14/2016;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
SE;SE;Nordeste;2068017;75;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;1/23/2015;1/23/2017;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RJ;RJ;Sudeste;15989929;92;M;Médio Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;9/21/2015;10/30/2016;43;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ;1; 
RJ;RJ;Sudeste;15989929;92;F;Superior Incompleto;Sociedade Cívil - organizações de usuários;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;10/30/2014;10/30/2016;43;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
SP;SP;Sudeste;41262199;645;F;Médio Completo;Governamental – Outras áreas;Conselheiro Titular;Outro vínculo não permanente;04/01/2015;03/01/2018;43;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ;1; 
SC;SC;Sul;6248436;295;M;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Sem vínculo;03/10/2015;03/10/2017;43;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
RS;RS;Sul;10693929;497;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;11/17/2014;11/17/2016;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
MS;MS;Centro-Oeste;2449024;79;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Comissionado;9/21/2015;9/21/2017;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
MT;MT;Centro-Oeste;3035122;141;F;Especialização;Governamental – Saúde;Conselheiro Titular;Servidor/Estatutário;5/15/2015;5/15/2017;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
MT;MT;Centro-Oeste;3035122;141;F;Especialização;Governamental – Outras áreas;Conselheiro Titular;Voluntario;5/15/2015;5/15/2017;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
GO;GO;Centro-Oeste;6003788;246;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;01/01/2013;12/31/2015;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
PI;PI;Nordeste;3118360;224;F;Superior Incompleto;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;10/14/2015;10/13/2017;43;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ; ;1; ; ; ; ; ; 
CE;CE;Nordeste;8452381;184;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Outro vínculo não permanente;6/27/2014;6/27/2016;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
RN;RN;Nordeste;3168027;167;M;Médio Incompleto;Sociedade Cívil - dos usuários;Conselheiro Suplente;Sem vínculo;8/19/2015;8/19/2017;43;De 40 a 49 anos;Nível fundamental;Nível fundamental; ; ;1; ; ; ; ;1; ; ; ; ; ; 
RJ;RJ;Sudeste;15989929;92;M;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;9/22/2015;10/30/2016;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RS;RS;Sul;10693929;497;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Outro vínculo não permanente;11/17/2014;11/17/2016;43;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
TO;TO;Norte;1383445;139;M;Superior Incompleto;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro(a) Presidente;Servidor/Estatutário;6/26/2014;6/26/2016;42;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ;1; ; ; ; ; 
MT;MT;Centro-Oeste;3035122;141;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro(a) Presidente;Voluntario;5/15/2015;5/15/2017;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
RR;RR;Norte;450479;15;F;Superior Incompleto;Sociedade Cívil - organizações de usuários;Vice-Presidente;Outro vínculo não permanente;10/29/2015;10/28/2016;42;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
AM;AM;Norte;3483985;62;F;Superior Completo;Governamental – Educação;Conselheiro Titular;Comissionado;06/03/2015;12/31/2018;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RR;RR;Norte;450479;15;F;Fundamental Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Outro vínculo não permanente;10/29/2015;10/28/2016;42;De 40 a 49 anos;Nível fundamental;Nível fundamental; ; ; ;1; ; ; ; ;1; ; ; ; ; 
RR;RR;Norte;450479;15;F;Especialização;Governamental – Educação;Conselheiro Titular;Servidor/Estatutário;06/11/2015;06/11/2017;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
TO;TO;Norte;1383445;139;M;Médio Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Servidor Temporário;6/26/2014;6/26/2016;42;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ;1; ; ; ; ; 
MA;MA;Nordeste;6574789;217;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Servidor Temporário;05/05/2015;05/05/2017;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RJ;RJ;Sudeste;15989929;92;M;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Titular;Empregado Público Celetista – CLT;10/30/2014;10/30/2016;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior;1; ; ; ;1; ; ; ; ; ; ; 
PR;PR;Sul;10444526;399;F;Superior Completo;Governamental - Assistência Social;Conselheiro Titular;Comissionado;6/26/2014;6/26/2016;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
SC;SC;Sul;6248436;295;F;Mestrado;Governamental – Outras áreas;Conselheiro Titular;Servidor/Estatutário;03/10/2015;03/10/2017;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
MT;MT;Centro-Oeste;3035122;141;M;Superior Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Voluntario;5/15/2015;5/15/2017;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior;1; ; ; ;1; ; ; ; ; ; ; 
GO;GO;Centro-Oeste;6003788;246;F;Superior Completo;Governamental – Educação;Conselheiro Titular;Comissionado;01/01/2013;12/31/2015;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AC;AC;Norte;733559;22;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Voluntario;9/30/2014;9/30/2016;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
AC;AC;Norte;733559;22;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Voluntario;3/24/2014;3/24/2016;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
AC;AC;Norte;733559;22;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Voluntario;3/24/2014;3/24/2016;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
AM;AM;Norte;3483985;62;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Voluntario;06/03/2015;12/31/2018;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
RR;RR;Norte;450479;15;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;06/11/2015;06/11/2017;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
AP;AP;Norte;669526;16;F;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Servidor/Estatutário;08/11/2015;08/11/2017;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PE;PE;Nordeste;8796448;185;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Servidor/Estatutário;11/10/2014;11/10/2016;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
SE;SE;Nordeste;2068017;75;M;Médio Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;7/20/2015;12/04/2016;42;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ; ;1; ; ; ; 
RJ;RJ;Sudeste;15989929;92;M;Especialização;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;10/30/2014;10/30/2016;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
SP;SP;Sudeste;41262199;645;M;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;05/07/2013;3/31/2016;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PR;PR;Sul;10444526;399;F;Especialização;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Outro vínculo não permanente;6/26/2014;6/26/2016;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
GO;GO;Centro-Oeste;6003788;246;F;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;01/01/2013;12/31/2015;42;De 40 a 49 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
DF;DF;Centro-Oeste;2570160;1;F;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Suplente;Sem vínculo;6/18/2015;6/18/2018;42;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ; ;1; ; ; ; ; ; 
MA;MA;Nordeste;6574789;217;F;Superior Completo;Governamental - Assistência Social;Conselheiro(a) Presidente;Comissionado;05/05/2015;05/05/2017;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AC;AC;Norte;733559;22;M;Médio Completo;Sociedade Cívil - organizações de usuários;Conselheiro Titular;Voluntario;9/30/2014;9/30/2016;41;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
AC;AC;Norte;733559;22;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Voluntario;3/24/2014;3/24/2016;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AM;AM;Norte;3483985;62;F;Especialização;Governamental – Outras áreas;Conselheiro Titular;Comissionado;06/03/2015;12/31/2018;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
TO;TO;Norte;1383445;139;F;Mestrado;Governamental – Educação;Conselheiro Titular;Servidor/Estatutário;6/26/2014;6/26/2016;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RN;RN;Nordeste;3168027;167;M;Especialização;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Comissionado;8/19/2015;8/19/2017;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
ES;ES;Sudeste;3514952;78;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Empregado Público Celetista – CLT;06/10/2013;11/23/2015;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
SP;SP;Sudeste;41262199;645;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;6/24/2015;3/31/2016;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
AM;AM;Norte;3483985;62;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;06/03/2015;12/31/2018;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RR;RR;Norte;450479;15;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;3/29/2015;3/29/2017;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RR;RR;Norte;450479;15;F;Superior Incompleto;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Voluntario;11/03/2015;11/02/2017;41;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ; ;1; ; ; ; 
RJ;RJ;Sudeste;15989929;92;F;Superior Completo;Governamental – Saúde;Conselheiro Suplente;Servidor/Estatutário;10/30/2014;10/30/2016;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RJ;RJ;Sudeste;15989929;92;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;10/30/2014;10/30/2016;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
SP;SP;Sudeste;41262199;645;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;04/01/2015;03/01/2018;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PR;PR;Sul;10444526;399;F;Especialização;Governamental - Assistência Social;Conselheiro Suplente;Comissionado;6/26/2014;6/26/2016;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
MT;MT;Centro-Oeste;3035122;141;M;Superior Completo;Sociedade Cívil - organizações de usuários;Conselheiro Suplente;Voluntario;5/15/2015;5/15/2017;41;De 40 a 49 anos;Nível Superior; ; ;Nível Superior;1; ; ; ; ;1; ; ; ; ; ; 
RS;RS;Sul;10693929;497;F;Especialização;Governamental - Assistência Social;Conselheiro(a) Presidente;Servidor/Estatutário;11/17/2014;11/17/2016;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
CE;CE;Nordeste;8452381;184;F;Especialização;Sociedade Cívil - organizações dos trabalhadores;Vice-Presidente;Outro vínculo não permanente;7/27/2015;7/27/2017;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
AP;AP;Norte;669526;16;F;Superior Completo;Governamental – Educação;Conselheiro Titular;Servidor/Estatutário;08/11/2015;08/11/2017;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
CE;CE;Nordeste;8452381;184;M;Fundamental Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Outro vínculo não permanente;6/27/2014;6/27/2016;40;De 40 a 49 anos;Nível fundamental;Nível fundamental; ; ;1; ; ; ;1; ; ; ; ; ; ; 
CE;CE;Nordeste;8452381;184;M;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Servidor/Estatutário;6/27/2014;6/27/2016;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
PE;PE;Nordeste;8796448;185;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;11/10/2014;11/10/2016;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
SE;SE;Nordeste;2068017;75;F;Superior Completo;Governamental - Assistência Social;Conselheiro Titular;Comissionado;4/14/2015;4/14/2017;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
DF;DF;Centro-Oeste;2570160;1;F;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Titular;Sem vínculo;6/18/2015;6/18/2018;40;De 40 a 49 anos;Nível Médio; ;Nível Médio; ;1; ; ; ;1; ; ; ; ; ; ; 
AP;AP;Norte;669526;16;F;Especialização;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;08/11/2015;08/11/2017;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
CE;CE;Nordeste;8452381;184;F;Especialização;Governamental – Outras áreas;Conselheiro Suplente;Comissionado;6/27/2014;6/27/2016;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
PB;PB;Nordeste;3766528;223;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;9/14/2014;9/14/2016;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
SP;SP;Sudeste;41262199;645;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Empregado Público Celetista – CLT;04/01/2015;03/01/2018;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
PR;PR;Sul;10444526;399;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Outro vínculo não permanente;6/26/2014;6/26/2016;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
PR;PR;Sul;10444526;399;F;Superior Completo;Governamental – Educação;Conselheiro Suplente;Servidor/Estatutário;6/26/2014;6/26/2016;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
MT;MT;Centro-Oeste;3035122;141;F;Superior Completo;Governamental – Saúde;Conselheiro Suplente;Voluntario;5/15/2015;5/15/2017;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
DF;DF;Centro-Oeste;2570160;1;F;Especialização;Governamental – Outras áreas;Conselheiro Suplente;Sem vínculo;3/31/2015;12/31/2018;40;De 40 a 49 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
DF;DF;Centro-Oeste;2570160;1;M;Médio Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Sem vínculo;6/18/2015;6/19/2018;40;De 40 a 49 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ; ;1; ; ; ; 
RN;RN;Nordeste;3168027;167;M;Mestrado;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro(a) Presidente;Voluntario;8/19/2015;8/19/2017;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
RO;RO;Norte;1562409;52;F;Superior Incompleto;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Voluntario;9/24/2014;9/24/2016;39;De 30 a 39 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ;1; ; ; ; ; 
AC;AC;Norte;733559;22;F;Superior Completo;Governamental – Educação;Conselheiro Titular;Voluntario;3/24/2014;3/24/2016;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
AM;AM;Norte;3483985;62;F;Superior Completo;Governamental – Outras áreas;Conselheiro Titular;Servidor/Estatutário;06/03/2015;12/31/2018;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RR;RR;Norte;450479;15;F;Superior Incompleto;Governamental – Outras áreas;Conselheiro Titular;Comissionado;02/10/2014;02/10/2016;39;De 30 a 39 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ;1; 
RR;RR;Norte;450479;15;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;10/29/2015;10/28/2017;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
PB;PB;Nordeste;3766528;223;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;9/14/2014;9/14/2016;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
PE;PE;Nordeste;8796448;185;M;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;11/10/2014;11/10/2016;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ;1; ; ; 
MG;MG;Sudeste;19597330;853;M;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;11/10/2015;11/10/2017;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
PR;PR;Sul;10444526;399;F;Superior Completo;Governamental – Educação;Conselheiro Titular;Servidor/Estatutário;6/26/2014;6/26/2016;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
RS;RS;Sul;10693929;497;F;Superior Completo;Governamental – Saúde;Conselheiro Titular;Servidor/Estatutário;11/17/2014;11/17/2016;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ;1; 
DF;DF;Centro-Oeste;2570160;1;F;Mestrado;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Titular;Sem vínculo;6/18/2015;6/18/2018;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ;1; ; ; ; ; 
AM;AM;Norte;3483985;62;F;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Servidor/Estatutário;06/03/2015;12/31/2018;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
CE;CE;Nordeste;8452381;184;F;Médio Completo;Sociedade Cívil - dos usuários;Conselheiro Suplente;Outro vínculo não permanente;6/27/2014;6/27/2016;39;De 30 a 39 anos;Nível Médio; ;Nível Médio; ;1; ; ; ; ;1; ; ; ; ; ; 
RN;RN;Nordeste;3168027;167;F;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;8/19/2015;8/19/2017;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RN;RN;Nordeste;3168027;167;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Trabalhador de empresa/Cooperativa/Entidade Prestadora de Serviço;8/19/2015;8/19/2017;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
RN;RN;Nordeste;3168027;167;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Outro vínculo não permanente;8/19/2015;8/19/2017;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
PE;PE;Nordeste;8796448;185;F;Superior Completo;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Empregado Público Celetista – CLT;11/10/2014;11/10/2016;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ;1; ; ; ; ; ;1; ; ; ; 
SE;SE;Nordeste;2068017;75;M;Superior Incompleto;Governamental - Assistência Social;Conselheiro Suplente;Comissionado;7/16/2014;7/16/2016;39;De 30 a 39 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ; ;1
SE;SE;Nordeste;2068017;75;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Servidor/Estatutário;6/22/2015;12/04/2016;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
BA;BA;Nordeste;14016906;417;M;Superior Incompleto;Sociedade Cívil - das entidade e Organizações de Ass. Social;Conselheiro Suplente;Sem vínculo;05/06/2014;05/06/2016;39;De 30 a 39 anos;Nível Médio; ;Nível Médio; ; ;1; ; ; ; ; ;1; ; ; ; 
MG;MG;Sudeste;19597330;853;M;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Sem vínculo;11/10/2015;11/10/2017;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SP;SP;Sudeste;41262199;645;M;Superior Completo;Governamental – Outras áreas;Conselheiro Suplente;Servidor/Estatutário;6/28/2014;3/31/2017;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
SC;SC;Sul;6248436;295;F;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Servidor/Estatutário;03/10/2015;03/10/2017;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
RS;RS;Sul;10693929;497;F;Superior Completo;Governamental - Assistência Social;Conselheiro Suplente;Empregado Público Celetista – CLT;11/17/2014;11/17/2016;39;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ; ;1; ; ; ; ; ; ; ;1
DF;DF;Centro-Oeste;2570160;1;F;Superior Incompleto;Governamental – Outras áreas;Conselheiro Titular;Sem vínculo;3/26/2015;12/31/2018;38;De 30 a 39 anos;Nível Médio; ;Nível Médio; ; ; ; ;1; ; ; ; ; ; ;1; 
AC;AC;Norte;733559;22;F;Superior Completo;Sociedade Cívil - organizações dos trabalhadores;Conselheiro Suplente;Voluntario;9/30/2014;9/30/2016;38;De 30 a 39 anos;Nível Superior; ; ;Nível Superior; ; ;1; ; ; ; ; ; ;1; ; 
