UF;UF;Região;Pop_Total2010;Quant_municipios;q53_2;q53_3;q53_4;q53_5;q53_6;q53_7;q53_8;q53_9;REPRESENTAÇÃO;D53_2;D53_2_categoria;D53_4;D53_4bin1;D53_4bin2;D53_4bin3;D53_5bin1;D53_5bin2;D53_5bin3;D53_5bin4;D53_5bin1_TIT;D53_5bin1_SUPL;D53_5bin2_TIT;D53_5bin2_SUPL;D53_5bin3_TIT;D53_5bin3_SUPL;D53_5bin4_TIT;D53_5bin4_SUPL;D53_5bin1_sum;D53_5bin2_sum;D53_5bin3_sum;D53_5bin4_sum;D53_5bin1_TIT_sum;D53_5bin1_SUPL_sum;D53_5bin2_TIT_sum;D53_5bin2_SUPL_sum;D53_5bin3_TIT_sum;D53_5bin3_SUPL_sum;D53_5bin4_TIT_sum;D53_5bin4_SUPL_sum;nu_conselheiros
14;RR;Norte;450479;15;26/09/1951;F;Superior Completo;Governamental  Saúde;Conselheiro Titular;Servidor Estatutário;31/03/2016;30/03/2018;3;65;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;22/09/1954;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;03/11/2015;02/11/2017;5;62;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;30/12/1954;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Voluntário;03/11/2015;02/11/2017;5;62;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;01/03/1985;F;Especialização;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Servidor Estatutário;13/10/2016;12/10/2018;5;31;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;08/08/1961;F;Superior Completo;Governamental  Assistência Social;Conselheiro Presidente;Servidor Estatutário;16/09/2016;15/09/2017;1;55;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;20/11/1964;F;Médio Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Comissionado;29/10/2015;28/10/2017;5;52;50 anos ou mais;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;09/06/1974;F;Superior Incompleto;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Voluntário;03/11/2015;02/11/2017;5;42;De 40 a 49 anos;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;26/03/1973;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Comissionado;11/06/2015;11/06/2017;4;43;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;21/07/1970;F;Médio Completo;Sociedade Civil  organizações dos usuários;Conselheiro Suplente;Sem vínculo;13/10/2016;12/10/2018;8;46;De 40 a 49 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;09/01/1973;F;Especialização;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;11/06/2015;11/06/2017;2;43;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;01/07/1976;F;Médio Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;29/10/2015;28/10/2017;5;40;De 40 a 49 anos;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;24/08/1964;F;Superior Completo;Governamental  Educação;Conselheiro Suplente;Servidor Estatutário;31/03/2016;30/03/2018;2;52;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;26/04/1969;F;Superior Completo;Governamental  Assistência Social;Conselheiro Suplente;Servidor Estatutário;01/10/2015;30/09/2017;1;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;17/10/1973;F;Fundamental Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;23/11/2015;22/11/2017;5;43;De 40 a 49 anos;Nível fundamental;Nível fundamental;;;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;22/10/1984;M;Médio Completo;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Sem vínculo;04/02/2016;03/02/2018;8;32;De 30 a 39 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;28/04/1982;F;Superior Incompleto;Governamental  Saúde;Conselheiro Suplente;Servidor Estatutário;23/06/2016;22/06/2018;3;34;De 30 a 39 anos;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;29/04/1976;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Comissionado;10/02/2016;09/02/2018;4;40;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;01/08/1978;F;Médio Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Sem vínculo;04/02/2016;03/02/2018;5;38;De 30 a 39 anos;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
14;RR;Norte;450479;15;04/11/1985;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Comissionado;13/10/2016;12/10/2018;7;31;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;2,00;8,00;1,00;11,00;1,00;1,00;4,00;4,00;1,00;0,00;6,00;5,00;22
15;PA;Norte;7581051;144;04/03/1946;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;29/05/2015;29/05/2017;4;70;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;02/02/1969;M;Médio Completo;Governamental  Outras áreas;Conselheiro Suplente;Comissionado;29/05/2015;29/05/2017;4;47;De 40 a 49 anos;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;10/05/1946;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Voluntário;29/05/2015;29/05/2017;5;70;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;29/05/1957;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Comissionado;29/05/2015;29/05/2017;4;59;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;15/01/1965;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Comissionado;29/05/2015;29/05/2017;4;51;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;20/10/1954;F;Superior Completo;Sociedade Civil  dos usuários;Conselheiro Titular;Voluntário;29/05/2015;29/05/2017;6;62;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;03/05/1955;F;Superior Completo;Sociedade Civil  dos usuários;Conselheiro Titular;Servidor Temporário;29/05/2015;29/05/2017;6;61;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;08/06/1942;F;Mestrado;Sociedade Civil  organizações dos usuários;Conselheiro Presidente;Sem vínculo;29/05/2015;29/05/2017;8;74;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;24/01/1959;M;Superior Completo;Governamental  Saúde;Conselheiro Titular;Comissionado;29/05/2015;29/05/2017;3;57;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;27/06/1960;M;Especialização;Governamental  Assistência Social;Conselheiro Titular;Servidor Estatutário;29/05/2015;29/05/2017;1;56;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;05/04/1961;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;29/05/2015;29/05/2017;4;55;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;03/12/1962;M;Superior Completo;Governamental  Assistência Social;Conselheiro Suplente;Servidor Estatutário;29/05/2015;29/05/2017;1;54;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;26/07/1965;M;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Outro vínculo não permanente;29/05/2015;29/05/2017;5;51;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;22/05/1963;M;Médio Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Comissionado;29/05/2015;29/05/2017;7;53;50 anos ou mais;Nível Médio;;Nível Médio;;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;14/04/1964;F;Médio Completo;Governamental  Educação;Conselheiro Suplente;Comissionado;29/05/2015;29/05/2017;2;52;50 anos ou mais;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;31/03/1965;M;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Voluntário;29/05/2015;29/05/2017;7;51;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;21/06/1965;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;15/07/2015;29/05/2017;4;51;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;29/11/1968;M;Médio Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Voluntário;15/07/2015;15/07/2017;7;48;De 40 a 49 anos;Nível Médio;;Nível Médio;;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;17/07/1962;F;Superior Completo;Governamental  Saúde;Conselheiro Suplente;Servidor Estatutário;29/05/2015;29/05/2017;3;54;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;14/09/1968;F;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Suplente;Voluntário;29/05/2015;29/05/2017;8;48;De 40 a 49 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;17/11/1966;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;29/05/2015;29/05/2017;4;50;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;11/03/1972;M;Superior Completo;Governamental  Educação;Conselheiro Titular;Comissionado;29/05/2015;29/05/2017;2;44;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;15/05/1970;M;Superior Completo;Governamental  Outras áreas;Vice-Presidente;Comissionado;29/05/2015;29/05/2017;4;46;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;29/05/1972;M;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Voluntário;29/05/2015;29/05/2017;7;44;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;11/08/1975;F;Especialização;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Voluntário;28/08/2015;29/05/2017;7;41;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;11/12/1970;M;Superior Incompleto;Sociedade Civil  dos usuários;Conselheiro Titular;Voluntário;29/05/2015;29/05/2017;6;46;De 40 a 49 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;22/01/1977;M;Médio Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Voluntário;29/05/2015;29/05/2017;7;39;De 30 a 39 anos;Nível Médio;;Nível Médio;;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;15/06/1970;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Comissionado;29/05/2015;29/05/2017;4;46;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;28/09/1979;M;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Outro vínculo não permanente;29/05/2015;29/05/2017;5;37;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
15;PA;Norte;7581051;144;29/07/1991;M;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Voluntário;29/05/2015;29/05/2017;8;25;Até 29 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;3,00;6,00;15,00;5,00;1,00;1,00;2,00;3,00;3,00;8,00;7,00;30
16;AP;Norte;669526;16;21/05/1986;F;Médio Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;11/08/2015;11/08/2017;4;30;De 30 a 39 anos;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;25/09/1956;F;Superior Completo;Governamental  Assistência Social;Vice-Presidente;Servidor Estatutário;11/08/2015;11/08/2017;1;60;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;27/01/1958;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;11/08/2015;11/08/2017;4;58;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;11/07/1956;M;Superior Incompleto;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;11/08/2015;11/08/2017;5;60;50 anos ou mais;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;20/08/1975;F;Superior Completo;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;11/08/2015;11/08/2017;2;41;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;04/09/1965;F;Superior Completo;Governamental  Saúde;Conselheiro Suplente;Servidor Estatutário;11/08/2015;11/08/2017;3;51;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;13/12/1966;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Servidor Temporário;11/08/2015;11/08/2017;5;50;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;20/05/1968;M;Médio Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Sem vínculo;11/08/2015;11/08/2017;5;48;De 40 a 49 anos;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;29/05/1969;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;11/08/2015;11/08/2017;4;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;28/06/1967;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;11/08/2015;11/08/2017;4;49;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;03/01/1971;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;11/08/2015;11/08/2017;4;45;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;25/03/1973;F;Superior Completo;Governamental  Assistência Social;Conselheiro Suplente;Servidor Estatutário;11/08/2015;11/08/2017;1;43;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;18/02/1966;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;11/08/2015;11/08/2017;4;50;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;31/07/1969;F;Superior Completo;Governamental  Saúde;Conselheiro Titular;Servidor Estatutário;11/08/2015;11/08/2017;3;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;25/10/1965;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;11/08/2015;11/08/2017;5;51;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;16/12/1960;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;11/08/2015;11/08/2017;4;56;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;06/03/1977;F;Especialização;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Servidor Estatutário;11/08/2015;11/08/2017;5;39;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
16;AP;Norte;669526;16;27/03/1986;M;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Servidor Temporário;11/08/2015;11/08/2017;7;30;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;0,00;6,00;2,00;13,00;0,00;0,00;3,00;3,00;1,00;1,00;7,00;6,00;21
