NU_IDENTIFICADOR;IBGE;IBGE7;Região;UF;Municipio;Pop_Total2010;Porte_pop2010;co_seq_dirigente;q39_2;q39_3;q39_6;q39_7;q39_8;q39_9;q39_10;q39_11;q39_12_1;q39_12_2;q39_12_3;D39_2;D39_2categoria;D39_6;D39_8;D39_6bin1;D39_6bin2;D39_6bin3;D39_8bin1;D39_8bin2;D39_8bin3;D39_8bin4;D39_7bin1;D39_7bin2;D39_7bin3;D39_7bin4;D39_7bin5
31298098103;312980;3129806;Região Sudeste;MG;Ibirité;158954;Grande;991916;11/11/1980;F;Superior Incompleto;Pedagogo;Comissionado;Apoio administrativo;Maior que 40 horas semanais;3/31/2014;Outros; ; ;35;De 30 a 39 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ;Comissionado; ;Pedagogo; ; ; ; 
13548503089;354850;3548500;Região Sudeste;SP;Santos;419400;Grande;979111;1/1/1980;F;Superior Completo;Pedagogo;Servidor Estatutário;Educador(a) Social;40 horas semanais;1/1/2014;Atividades de gestão (administrativo); ; ;35;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
13205303522;320530;3205309;Região Sudeste;ES;Vitória;327801;Grande;561008;12/14/1980;F;Superior Incompleto;Pedagogo;Terceirizado;Apoio administrativo;40 horas semanais;5/2/2013;Outros; ; ;35;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
52218598100;522185;5221858;Região Centro-Oeste;GO;Valparaíso de Goiás;132982;Grande;966535;10/3/1980;F;Superior Completo;Pedagogo;Servidor Temporário;Coordenador(a);40 horas semanais;2/13/2014;Atividades de gestão (administrativo);Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;35;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
22077098060;220770;2207702;Região Nordeste;PI;Parnaíba;145705;Grande;950800;5/9/1980;F;Especialização;Pedagogo;Servidor Estatutário;Educador(a) Social;40 horas semanais;7/4/2014;Serviço de Abordagem Social; ;Serviço Especializado para Pessoas em Situação de Rua;35;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
50027095878;500270;5002704;Região Centro-Oeste;MS;Campo Grande;786797;Grande;1063109;3/14/1980;F;Superior Completo;Pedagogo;Terceirizado;Técnico de nível superior;40 horas semanais;9/1/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;35;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
29253098093;292530;2925303;Região Nordeste;BA;Porto Seguro;126929;Grande;961760;7/1/1980;F;Superior Completo;Pedagogo;Outro vínculo não permanente;Técnico de nível superior;30 horas semanais;1/13/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;35;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
29148097310;291480;2914802;Região Nordeste;BA;Itabuna;204667;Grande;893222;11/19/1979;F;Especialização;Pedagogo;Servidor Temporário;Técnico de nível superior;30 horas semanais;6/4/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;36;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
29180098080;291800;2918001;Região Nordeste;BA;Jequié;151895;Grande;954117;10/12/1979;F;Superior Completo;Pedagogo;Terceirizado;Técnico de nível superior;40 horas semanais;2/2/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;36;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
42054095896;420540;4205407;Região Sul;SC;Florianópolis;421240;Grande;1075489;4/22/1979;F;Especialização;Pedagogo;Servidor Estatutário;Educador(a) Social;30 horas semanais;8/7/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;36;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
24032597564;240325;2403251;Região Nordeste;RN;Parnamirim;202456;Grande;1096960;10/29/1979;F;Superior Completo;Pedagogo;Outro vínculo não permanente;Educador(a) Social;40 horas semanais;1/2/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;36;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
33045595880;330455;3304557;Região Sudeste;RJ;Rio de Janeiro;6320446;Metrópole;730065;6/11/1979;F;Superior Completo;Pedagogo;Terceirizado;Técnico de nível superior;40 horas semanais;11/1/2013;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social; ;36;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
51076098052;510760;5107602;Região Centro-Oeste;MT;Rondonópolis;195476;Grande;1084718;2/5/1979;F;Superior Completo;Pedagogo;Servidor Temporário;Técnico de nível superior;40 horas semanais;9/1/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;36;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
23097098081;230970;2309706;Região Nordeste;CE;Pacatuba;72299;Médio;764193;5/9/1979;F;Superior Completo;Pedagogo;Comissionado;Coordenador(a);40 horas semanais;5/2/2014;Atividades de gestão (administrativo); ; ;36;De 30 a 39 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ;Pedagogo; ; ; ; 
53001096704;530010;5300108;Região Centro-Oeste;DF;Brasília;2570160;Metrópole;277464;6/22/1979;F;Superior Completo;Pedagogo;Servidor Estatutário;Técnico de nível superior;40 horas semanais;11/30/2013;Serviço Especializado para Pessoas em Situação de Rua;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);Outros;36;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
23044097740;230440;2304400;Região Nordeste;CE;Fortaleza;2452185;Metrópole;934166;1/30/1979;F;Superior Completo;Pedagogo;Servidor Temporário;Educador(a) Social;40 horas semanais;3/26/2014;Serviço de Abordagem Social; ; ;36;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
21112098091;211120;2111201;Região Nordeste;MA;São José de Ribamar;163045;Grande;685852;1/30/1979;F;Superior Completo;Pedagogo;Servidor Temporário;Técnico de nível superior;40 horas semanais;10/6/2014;Serviço de Abordagem Social;Serviço Especializado para Pessoas em Situação de Rua;Outros;36;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
41069096438;410690;4106902;Região Sul;PR;Curitiba;1751907;Metrópole;671431;1/6/1978;F;Superior Completo;Pedagogo;Servidor Estatutário;Educador(a) Social;40 horas semanais;3/12/2009;Serviço Especializado para Pessoas em Situação de Rua; ; ;37;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
23042098022;230420;2304202;Região Nordeste;CE;Crato;121428;Grande;1107375;12/1/1978;F;Superior Completo;Pedagogo;Servidor Temporário;Educador(a) Social;40 horas semanais;7/1/2014;Serviço de Abordagem Social; ; ;37;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
23044095900;230440;2304400;Região Nordeste;CE;Fortaleza;2452185;Metrópole;327846;10/18/1978;M;Especialização;Pedagogo;Comissionado;Coordenador(a);40 horas semanais;9/1/2014;Atividades de gestão (administrativo); ; ;37;De 30 a 39 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ;Pedagogo; ; ; ; 
53001097546;530010;5300108;Região Centro-Oeste;DF;Brasília;2570160;Metrópole;1061537;8/26/1978;F;Superior Completo;Pedagogo;Servidor Estatutário;Técnico de nível superior;40 horas semanais;1/5/2014;Outros;Serviço Especializado para Pessoas em Situação de Rua;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);37;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
29274096880;292740;2927408;Região Nordeste;BA;Salvador;2675656;Metrópole;1056837;10/3/1978;F;Superior Completo;Pedagogo;Terceirizado;Técnico de nível superior;40 horas semanais;11/11/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;37;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
31183098096;311830;3118304;Região Sudeste;MG;Conselheiro Lafaiete;116512;Grande;980187;2/13/1977;F;Superior Completo;Pedagogo;Servidor Temporário;Técnico de nível superior;40 horas semanais;8/27/2014;Atividades de gestão (administrativo);Serviço Especializado para Pessoas em Situação de Rua;Outros;38;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
28067098118;280670;2806701;Região Nordeste;SE;São Cristóvão;78864;Médio;1029886;1/18/1977;F;Superior Completo;Pedagogo;Servidor Temporário;Coordenador(a);40 horas semanais;4/8/2015;Atividades de gestão (administrativo); ; ;38;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
43224098134;432240;4322400;Região Sul;RS;Uruguaiana;125435;Grande;998054;2/2/1976;F;Superior Completo;Pedagogo;Servidor Estatutário;Coordenador(a);40 horas semanais;4/24/2015;Atividades de gestão (administrativo);Outros; ;39;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
41069097894;410690;4106902;Região Sul;PR;Curitiba;1751907;Metrópole;902334;7/6/1975;F;Superior Completo;Pedagogo;Servidor Estatutário;Técnico de nível superior;40 horas semanais;11/1/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;40;De 40 a 49 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
32015096780;320150;3201506;Região Sudeste;ES;Colatina;111788;Grande;334021;12/2/1974;F;Especialização;Pedagogo;Servidor Temporário;Coordenador(a);40 horas semanais;4/1/2014;Atividades de gestão (administrativo); ; ;41;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
50037098046;500370;5003702;Região Centro-Oeste;MS;Dourados;196035;Grande;120011;3/13/1974;F;Especialização;Pedagogo;Comissionado;Técnico de nível superior;40 horas semanais;8/11/2015;Serviço de Abordagem Social;Outros; ;41;De 40 a 49 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ;Pedagogo; ; ; ; 
29313597746;293135;2931350;Região Nordeste;BA;Teixeira de Freitas;138341;Grande;1018656;7/8/1974;M;Superior Completo;Pedagogo;Outro vínculo não permanente;Educador(a) Social;40 horas semanais;3/1/2015;Outros; ; ;41;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
23076597224;230765;2307650;Região Nordeste;CE;Maracanaú;209057;Grande;487072;12/15/1973;F;Superior Completo;Pedagogo;Servidor Temporário;Técnico de nível superior;40 horas semanais;8/7/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;42;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
23042098022;230420;2304202;Região Nordeste;CE;Crato;121428;Grande;486060;6/7/1973;F;Especialização;Pedagogo;Comissionado;Coordenador(a);40 horas semanais;10/15/2013;Atividades de gestão (administrativo); ; ;42;De 40 a 49 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ;Pedagogo; ; ; ; 
31277096176;312770;3127701;Região Sudeste;MG;Governador Valadares;263689;Grande;570842;6/22/1973;F;Superior Completo;Pedagogo;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Técnico de nível superior;30 horas semanais;7/4/2015;Serviço Especializado para Pessoas em Situação de Rua;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);Outros;42;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
22110095894;221100;2211001;Região Nordeste;PI;Teresina;814230;Grande;967673;1/18/1973;F;Superior Completo;Pedagogo;Terceirizado;Educador(a) Social;30 horas semanais;9/1/2014;Serviço de Abordagem Social; ; ;42;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
41069096438;410690;4106902;Região Sul;PR;Curitiba;1751907;Metrópole;655610;8/23/1973;F;Especialização;Pedagogo;Servidor Estatutário;Técnico de nível superior;40 horas semanais;7/1/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;42;De 40 a 49 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
35055097673;350550;3505500;Região Sudeste;SP;Barretos;112101;Grande;1034352;11/3/1972;F;Superior Completo;Pedagogo;Empregado Público (CLT);Educador(a) Social;Menor que 20 horas semanais;4/27/2015;Atividades de gestão (administrativo); ; ;43;De 40 a 49 anos;Nível Superior;Empregado Público (CLT); ; ;Nível Superior; ;Empregado Público (CLT); ; ;Pedagogo; ; ; ; 
31433096448;314330;3143302;Região Sudeste;MG;Montes Claros;361915;Grande;901876;11/16/1972;F;Especialização;Pedagogo;Servidor Temporário;Técnico de nível superior;30 horas semanais;10/2/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;43;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
33045595880;330455;3304557;Região Sudeste;RJ;Rio de Janeiro;6320446;Metrópole;733544;3/6/1971;F;Superior Completo;Pedagogo;Terceirizado;Técnico de nível superior;40 horas semanais;8/13/2012;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);44;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
43149096290;431490;4314902;Região Sul;RS;Porto Alegre;1409351;Metrópole;675475;5/7/1971;F;Superior Completo;Pedagogo;Servidor Estatutário;Educador(a) Social;40 horas semanais;1/1/2011;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;44;De 40 a 49 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
14113700129;411370;4113700;Região Sul;PR;Londrina;506701;Grande;234617;10/21/1971;F;Superior Completo;Pedagogo;Servidor Estatutário;Técnico de nível superior;30 horas semanais;1/2/2002;Serviço Especializado para Pessoas em Situação de Rua; ; ;44;De 40 a 49 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
21112098091;211120;2111201;Região Nordeste;MA;São José de Ribamar;163045;Grande;1088686;11/25/1970;F;Superior Completo;Pedagogo;Servidor Temporário;Técnico de nível superior;30 horas semanais;11/6/2015;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Outros;45;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
21112098091;211120;2111201;Região Nordeste;MA;São José de Ribamar;163045;Grande;661896;8/23/1970;F;Superior Completo;Pedagogo;Comissionado;Coordenador(a);Maior que 40 horas semanais;10/10/2014;Atividades de gestão (administrativo);Outros; ;45;De 40 a 49 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ;Pedagogo; ; ; ; 
29274097960;292740;2927408;Região Nordeste;BA;Salvador;2675656;Metrópole;523565;7/18/1970;F;Superior Completo;Pedagogo;Outro vínculo não permanente;Técnico de nível superior;40 horas semanais;11/9/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;45;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
41069097826;410690;4106902;Região Sul;PR;Curitiba;1751907;Metrópole;897802;12/9/1970;F;Superior Completo;Pedagogo;Servidor Estatutário;Técnico de nível superior;40 horas semanais;1/20/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;45;De 40 a 49 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
33025097806;330250;3302502;Região Sudeste;RJ;Magé;227322;Grande;932503;5/3/1969;F;Superior Completo;Pedagogo;Comissionado;Educador(a) Social;40 horas semanais;7/23/2014;Serviço de Abordagem Social; ; ;46;De 40 a 49 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ;Pedagogo; ; ; ; 
15014098066;150140;1501402;Região Norte;PA;Belém;1393399;Metrópole;864704;7/6/1969;F;Superior Completo;Pedagogo;Servidor Estatutário;Técnico de nível superior;30 horas semanais;4/1/1996;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;46;De 40 a 49 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
15014098066;150140;1501402;Região Norte;PA;Belém;1393399;Metrópole;484671;11/6/1969;F;Especialização;Pedagogo;Servidor Estatutário;Educador(a) Social;30 horas semanais;11/21/1997;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;46;De 40 a 49 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ;Pedagogo; ; ; ; 
27063098112;270630;2706307;Região Nordeste;AL;Palmeira dos Índios;70368;Médio;1014986;11/30/1969;F;Especialização;Pedagogo;Servidor Temporário;Técnico de nível superior;30 horas semanais;12/4/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;46;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
31062094302;310620;3106200;Região Sudeste;MG;Belo Horizonte;2375151;Metrópole;296136;1/11/1969;M;Especialização;Pedagogo;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Coordenador(a);40 horas semanais;4/1/2009;Serviço Especializado para Pessoas em Situação de Rua; ; ;46;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes;Pedagogo; ; ; ; 
